nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-guid,GEMMA-type,GEMMA-type,datum-tijd-export,GGM-toelichting
247,Oplossing,"De Oplossing beschrijft in 5 submodules wat de schuldhulpverlener doet om een oplossing te realiseren, en kent de volgende submodules: 
- submodule Herfinanciering;
- submodule Betalingsregeling;
- submodule Saneringskrediet;
- submodule Schuldbemiddeling.
Het kan ook gaan om een 0%-aanbod",Class,,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},,,,,,,,,,,,,,,,04062025-090332,
248,Oplossingssoort,De soort oplossing in het kader van Schuldhulpverlening,Class,,{677992F0-3C05-43b6-82C7-4A7EA57EDFED},,,,,,,,,,,,,,,,04062025-090332,
249,Partner,"Een partner is een persoon met wie iemand een romantische en vaak langdurige relatie heeft, gebaseerd op wederzijdse liefde, steun en commitment.",Class,,{093B2482-D72E-4f88-931C-75C9DABED007},,,,,,,,,,,,,,,,04062025-090332,
250,PlanVanAanpak,"Een document waarin in elk geval het volgende staat:
■ de hulpvraag van de persoon;
■ de voorgestelde ondersteuning;
■ eventueel de organisatie(s) waarnaar je hebt doorverwezen;
■ de voorwaarden voor schuldhulpverlening (bijvoorbeeld dat de persoon geen nieuwe schulden mag maken).

De hoogte van beslagvrije voet voor de persoon (zie artikel 4a:5 van de Wgs) moet in acht worden genomen.",Class,,{7DA4A554-10BF-47d1-ACED-966712B043F4},,,,,,,,,,,,,,,,04062025-090332,
251,Schuld,Een schuld is een financi&#235;le verplichting waarbij een persoon nu of in de toekomst een bedrag moet betalen aan een derde. In het kader van schuldhulpverlening wordt over een schuld gesproken als de persoon niet aan deze verplichting kan voldoen. . ,Class,,{93E12A3E-71E3-431e-9871-BF6075EAAEF1},,,,,,,,,,,,,,,,04062025-090332,
252,Schuldeiser,"Een schuldeiser is bedrijf of persoon die recht heeft op een prestatie van een ander, de schuldenaar. In de meeste gevallen is de prestatie het betalen van geld. Dit geldbedrag is dan de schuld die de schuldenaar aan de schuldeiser moet betalen. De schuld is meestal het gevolg van het niet nakomen van een verplichting uit een overeenkomst tussen de partijen. De schuldeiser kan de schuldenaar dwingen om de schuld te voldoen.",Class,,{DCDAD212-479E-4fc3-B886-585AE57D8C21},,,,,,,,,,,,,,,,04062025-090332,
253,Schuldhulporganisatie,"Een schuldhulporganisatie is een instantie die individuen en gezinnen helpt met het beheren, verminderen en oplossen van hun schulden door middel van advies, begeleiding en bemiddeling.
Het betreft een gemeenten of een SHV-organisatie die de gemeentelijke schuldhulpverleningstaak vanuit een gemeente gemandateerd of gedelegeerd heeft. 
",Class,,{A947042E-7CA6-44f8-902A-1C1185A391F6},,,,,,,,,,,,,,,,04062025-090332,
254,Schuldhulptraject,"Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.",Class,,{839017B2-0F95-42d0-AB2B-E873636340DA},,,,,Traject,"Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.",,,,https://gemmaonline.nl/index.php/GEMMA/id-a639deb6-a955-4f22-b6db-2c64f3abe044,,a639deb6-a955-4f22-b6db-2c64f3abe044,,business-object,,04062025-090332,
255,Schuldregeling,"De schuldregeling heeft als doel een overeenkomst te sluiten tussen iemand met problematische schulden en zijn schuldeisers. Op basis van eventueel ingezet vermogen en de berekende afloscapaciteit (of op andere wijze vastgestelde minimale afdracht) lost de schuldenaar in maximaal 18 maanden zo veel mogelijk van de schuld af. Daarna schelden de schuldeisers de rest van hun vordering kwijt. Voordat de schuldregeling start, sluit je een schuldregelingsovereenkomst met de schuldenaar. Daarin staan de rechten en plichten van beide partijen. Een schuldregeling kan met een saneringskrediet of een schuldbemiddeling gerealiseerd worden. Als een of meer schuldeisers blijven weigeren in te stemmen met de minnelijke schuldregeling, informeer je de schuldenaar over mogelijke vervolgstappen, zoals het aanvragen van een dwangakkoord (artikel 287a Fw) of toelating tot de Wsnp.",Class,,{652A68C3-618E-4050-AD4C-E43469A7558C},,,,,,,,,,,,,,,,04062025-090332,
256,Stabilisatie,"Fase van het schuldhulpverleningstraject met als doel de inkomsten en uitgaven van een persoon in evenwicht te brengen. De stabilisatie van inkomen en uitgaven is een resultaat van
werkzaamheden uit het integrale plan van aanpak. Als stabilisatie bereikt is kan een betalingsregeling, herfinanciering of schuldregeling worden opgezet. Een belangrijk tweede doel is om de hulpvrager hierbij schuldenrust te bieden: stress wegnemen en tijd maken voor oplossingen naar een schuldenzorgvrije toekomst. In de stabilisatiefase kan een schuldhulpverlener andere instrumenten, activiteiten of ondersteuning inzetten, die bijdragen aan de duurzame oplossing van het financi&#235;le probleem, zoals budgetcoaching, budgetbeheer, beschermingsbewind of flankerende hulp.",Class,,{B0384246-6784-4724-B538-CE18197061CD},,,,,,,,,,,,,,,,04062025-090332,
257,Uitstroom,Motivatie voor uitstroom,Class,,{42D33289-422A-4d94-BE6B-44B34CC230B5},,,,,Uitstroomreden,Motivatie voor uitstroom,,,,https://gemmaonline.nl/index.php/GEMMA/id-310e7b8f-87b6-4493-8b66-1b222428dea4,,310e7b8f-87b6-4493-8b66-1b222428dea4,,business-object,,04062025-090332,
258,VoorlopigeVoorziening ,"Een voorlopige voorziening in het kader van schuldhulpverlening door gemeenten is een tijdelijke maatregel die wordt getroffen om acute financiële problemen of crises van een inwoner direct te verlichten terwijl een duurzaam schuldhulpverleningstraject wordt voorbereid. Voorlopige voorzieningen kunnen bijvoorbeeld bestaan uit het tijdelijk betalen van huur om huisuitzetting te voorkomen, het treffen van betalingsregelingen met schuldeisers, of het bieden van een financiële overbrugging. Het doel is om stabiliteit te creëren in de financiële situatie van de inwoner en te voorkomen dat de problematiek verder escaleert. Deze maatregel wordt ingezet op basis van urgentie en maatwerk.",Class,,{5DD63EFE-649F-484e-BB10-A18096B9ABDF},,,,,,,,,,,,,,,,04062025-090332,
259,Woningbezit,"Een koopwoning is een woning die eigendom is van een individu of een entiteit, die het heeft gekocht en waarvoor meestal een hypotheek is afgesloten.",Class,,{DBFDE0B1-FF6D-422f-BDDA-42ED8A172260},,,,,,,,,,,,,,,,04062025-090332,
260,WSNP-traject,Een WSNP-traject (Wet schuldsanering natuurlijke personen) is een wettelijk regeling in Nederland waarmee individuen met problematische schulden via een saneringsplan onder toezicht van een bewindvoerder hun schulden kunnen aflossen en na drie jaar een schone lei kunnen krijgen.,Class,,{513A944D-0FEC-4f78-B290-63274D22C58C},,,,,,,,,,,,,,,,04062025-090332,
261,WSNP-verklaring,Een WSNP-verklaring is een officieel document dat bevestigt dat een persoon toegelaten is tot de Wet Schuldsanering Natuurlijke Personen (WSNP) om hun schulden onder toezicht van een bewindvoerder af te lossen.,Class,,{64E76A72-8E62-45fb-A144-149EFDB5EB46},,,,,,,,,,,,,,,,04062025-090332,
262,AanvraagStadspas,Te specifiek. AanvraagGemeentepas,Class,,{16F94A03-C376-4314-94AA-4DB14AD00EB9},,,,,,,,,,,,,,,,04062025-090332,
263,Client,Een ingeschreven persoon die gebruik maakt van producten en diensten van de gemeente.,Class,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,Client,Een ingeschreven persoon die gebruik maakt van producten en diensten van de gemeente.,,,,https://gemmaonline.nl/index.php/GEMMA/id-2a859087-fe7f-412a-b057-bf1e3f249a4c,,2a859087-fe7f-412a-b057-bf1e3f249a4c,,business-object,,04062025-090332,
264,Clientbegeleider,De persoon die verantwoordelijk is voor het opstellen en uitvoeren van het  ondersteuningsplan in samenwering met de client en personen uit zijn/haar omgeving .,Class,,{276E1BF9-E902-4303-A9E7-048627E0DC84},,,,,Clientbegeleider,De persoon die verantwoordelijk is voor het opstellen en uitvoeren van het  ondersteuningsplan in samenwering met de client en personen uit zijn/haar omgeving .,,,,https://gemmaonline.nl/index.php/GEMMA/id-17a0d019-c25e-4bba-ae64-f381da597376,,17a0d019-c25e-4bba-ae64-f381da597376,,business-object,,04062025-090332,
265,Gerechtelijke uitspraak,"Een gerechtelijke uitspraak is een formele beslissing van een rechter of gerechtshof in een juridische procedure. Deze uitspraak bevat de beoordeling van de feiten, de toepassing van het recht en de uiteindelijke beslissing over het geschil dat aan de rechter is voorgelegd. Een gerechtelijke uitspraak kan verschillende vormen aannemen, zoals een vonnis, arrest, beschikking of een kortgedingbeslissing, afhankelijk van de aard van de procedure. Het doel van een gerechtelijke uitspraak is om een bindende oplossing te bieden voor het conflict tussen partijen, en het kan zowel betrekking hebben op civiele, strafrechtelijke, bestuursrechtelijke als andere juridische kwesties.",Class,,{28BCD751-DDE7-42b6-9E6B-579B382BC84A},,,,,,,,,,,,,,,,04062025-090332,
266,Gezagsverhouding,"Een gezagsverhouding is een juridische of feitelijke relatie tussen twee partijen, waarbij de ene partij (de gezagsdrager) bevoegd is om instructies of richtlijnen te geven, en de andere partij (de ondergeschikte) verplicht is deze op te volgen. Deze verhouding speelt een belangrijke rol in verschillende contexten, zoals arbeidsrelaties, waarbij een werkgever zeggenschap heeft over een werknemer, of familierecht, waar ouders gezag uitoefenen over hun minderjarige kinderen. Een gezagsverhouding impliceert doorgaans een zekere mate van hiërarchie en verantwoordelijkheid, waarbij de gezagsdrager verplicht is om zijn bevoegdheden zorgvuldig en in het belang van de ondergeschikte uit te oefenen.",Class,,{C18BB25F-536F-4b80-BC7C-7855DF2D7389},,,,,,,,,,,,,,,,04062025-090332,
267,Huishouden,"Persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continuiteit in de samenstelling ervan, die binnen een woning duurzaam gebruik maakt van dezelfde voorzieningen.",Class,,{F0467610-553B-47cd-A9F7-3B1D20CC425E},,,,,Huishouden,"persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu√Øteit in de samenstelling ervan, die binnen een woning gebruik maakt van dezelfde voorzieningen",,,,https://gemmaonline.nl/index.php/GEMMA/id-ffca91bc-ed2b-4885-9e04-7a459fd67cad,Huishouden (Generiek Jeugd en Wmo),ffca91bc-ed2b-4885-9e04-7a459fd67cad,,business-object,,04062025-090332,
268,Incident,,Class,,{418C04F0-F173-4775-9814-D50F5EE79A38},,,,,,,,,,,,,,,,04062025-090332,
269,Leverancier,Een niet-natuurlijk persoon die een product of dienst levert aan de organisatie,Class,,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,,,,,,,,,,,04062025-090332,
270,Profiel,,Class,,{D8F2EAAD-7C80-4164-8171-C632F18A6742},,,,,,,,,,,,,,,,04062025-090332,
271,Relatie,"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.",Class,,{3DF01B79-6712-473e-9878-594CB5AE95A7},,,,,Relatie,"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.",,,,https://gemmaonline.nl/index.php/GEMMA/id-5011fe69-8832-47f9-9ba5-c68d53a95ecd,Relatie (Generiek Jeugd en Wmo),5011fe69-8832-47f9-9ba5-c68d53a95ecd,,business-object,,04062025-090332,
272,Relatiesoort,De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.,Class,,{F5FAF498-F536-4fb3-9948-73EBCDF61AD5},,,,,,,,,,,,,,,,04062025-090332,
273,Sociale Groep,"Een sociale groep is een verzameling van twee of meer individuen die met elkaar interacteren, gemeenschappelijke waarden, normen of doelen delen, en een gevoel van saamhorigheid of identiteit hebben. Sociale groepen kunnen variëren in omvang en structuur, van kleine, informele groepen zoals een gezin of vriendengroep tot grote, formele organisaties zoals verenigingen of professionele netwerken. Het lidmaatschap van een sociale groep beïnvloedt vaak het gedrag en de sociale interacties van de leden en speelt een belangrijke rol in de vorming van persoonlijke en sociale identiteiten.",Class,,{A0D437D2-BE13-45a2-8C8D-1AE953B9404C},,,,,,,,,,,,,,,,04062025-090332,
274,Sociale Relatie,"Een sociale relatie is een duurzame en wederzijdse verbinding tussen twee of meer individuen, gebaseerd op interactie, communicatie en sociale normen. Sociale relaties kunnen verschillende vormen aannemen, zoals persoonlijke (bijvoorbeeld vriendschappen of familiebanden), professionele (zoals collega’s of werkgever-werknemer) of maatschappelijke relaties (bijvoorbeeld tussen buren of leden van een gemeenschap). Ze worden gekenmerkt door wederzijdse verwachtingen en beïnvloeden vaak het gedrag, de gevoelens en de sociale positie van de betrokken personen. Sociale relaties spelen een cruciale rol in het opbouwen van sociale netwerken en het functioneren van samenlevingen.",Class,,{CD519902-210F-4355-8B24-EAD513F61966},,,,,,,,,,,,,,,,04062025-090332,
275,Stadspas,"Te specifiek, voorstel ""gemeentepas""?",Class,,{810C273F-0A2B-4e68-A94B-46722FF9E19D},,,,,,,,,,,,,,,,04062025-090332,
276,Alimentatie,Een persoon kan inkomsten hebben uit alimentatie.,Class,,{0CAB2134-E295-ADCD-A732-293A6ED5D9E0},,,,,,,,,,,,,,,,04062025-090332,
277,Ander inkomen,Een persoon kan inkomsten hebben uit ander inkomen.,Class,,{1A880B88-29D8-FB84-538B-293A707D1452},,,,,,,,,,,,,,,,04062025-090332,
278,Beslag op inkomen,Beslag op inkomen,Class,,{95cf7a63-ea13-4ab8-965b-51cdbb68fc29},,,,,,,,,,,,,,,,04062025-090332,
279,Betaald werk,Een persoon kan inkomsten hebben uit betaald werk.,Class,,{0624AE2E-52A2-7A26-ECA8-293A6E0F09FE},,,,,,,,,,,,,,,,04062025-090332,
280,Dertiende maand - eindejaarsuitkering,Een persoon kan inkomsten hebben uit dertiende maand/eindejaarsuitkering.,Class,,{2771AFDF-11F9-592A-1883-293A9241CBB3},,,,,,,,,,,,,,,,04062025-090332,
281,Draagkracht,"Het gedeelte uit je inkomen of vermogen dat je zelf zou kunnen bijdragen in de kosten (?) voor de bijzondere bijstand(?).De draagkracht is de uitkomst van een ingewikkelde berekening maar wordt voor een jaar vastgesteld en gebruikt.Let wel: niet alle gegevens, die nodig zijn om de draagkracht te berekenen, zijn opgenomen in de ontologie inkomen, omdat bepaalde gegevens van buiten het inkomensdomein komen.",Class,,{9e03b696-a4f8-4486-a5d3-52483f259ed2},,,,,,,,,,,,,,,,04062025-090332,
282,Draagkrachtregime,Het regime wat van toepassing is op de draagkracht.,Class,,{0de9912b-3c6f-4d8a-b2b1-67de0c81ae16},,,,,,,,,,,,,,,,04062025-090332,
283,Eigen bedrijf,Een persoon kan inkomsten hebben uit eigen bedrijf.,Class,,{1FB8E23E-DC06-2C59-6AED-293A6F67508F},,,,,,,,,,,,,,,,04062025-090332,
284,Eigen bijdrage,Eigen bijdrage bijvoorbeeld voor CAK of kinderopvang,Class,,{87acd5ea-3ed9-40d8-96b0-8c29ce9296da},,,,,,,,,,,,,,,,04062025-090332,
285,Heffingskorting,Een persoon kan inkomsten hebben uit heffingskorting.,Class,,{1075821F-E399-53E2-3994-293A6EAD14DA},,,,,,,,,,,,,,,,04062025-090332,
286,Hobby,Een persoon kan inkomsten hebben uit hobbies.,Class,,{1D176A0D-B1C8-BCD5-8439-293A705AA468},,,,,,,,,,,,,,,,04062025-090332,
287,Inkomstencomponent,"Een persoon kan vanuit diverse bronnen inkomsten krijgen. Denk bijvoorbeeld aan alimentatie, loon, uitkering of zelfs vergoedingen voor maaltijden, onkosten, vervoer e.d. De inkomstencomponent vormt een deel van de totale inkomsten van een persoon. Hiermee leggen we vast het type inkomste, het bedrag en de periode waarover dat bedrag is ontvangen en de boekingsdatum waarop het bedrag is ontvangen.Dat laatste is belangrijk voor de verschillende perspectieven op inkomsten te onderscheiden naar loon-in en loon-over.Achtergrond hierbij zijn twee regelingenLoon wordt als regel toegerekend aan het tijdvak waarin het aan de werknemer is betaald (loon-in). Onder bepaalde voorwaarden mogen werkgevers het uitbetaalde loon toerekenen aan een verstreken loontijdvak. Dit wordt de 'loon-over-regeling' genoemd. Waarom populair: voor een werknemer kan het verstrekken van een uitkering e.d. niet in het kalenderjaar maar bijvoorbeeld in het jaar daarop, hem fiscaal gezien voordelen geven.Bij loon-over gaat het om twee regelingen:De eerste regeling houdt in dat een werkgever een in de maand januari van het nieuwe jaar gedane inhouding op loon dat de werknemer voor het voorgaande jaar nog toekomt, mag opnemen in de laatste aangifte over het oude jaar. Daarbij wordt de inhouding volgens de tarieven van het voorgaande jaar berekend. Deze regeling is structureel in de wet opgenomen.De tweede regeling houdt in dat de werkgever binnen het kalenderjaar loonbetalingen mag toerekenen aan de verstreken loontijdvakken waarop zij betrekking hebben, zo nodig door het indienen van correctieberichten.",Class,,{2235FE95-D319-96D3-FC70-293A52BBE934},,,,,,,,,,,,,,,,04062025-090332,
288,Inkomstenverhouding,"Een persoon kan vanuit diverse bronnen inkomsten krijgen. Denk bijvoorbeeld aan alimentatie, loon, uitkering of zelfs vergoedingen voor maaltijden, onkosten, vervoer e.d. Er zijn nu twee gegevensbehoeften:Enerzijds het kunnen vastleggen van de inkomstencomponenten (zie daarvoor het gelijknamige concept)Anderzijds het vastleggen van de inkomstenverhouding.Een voorbeeld van zo'n inkomstenverhouding is een arbeidsverhouding.De inkomstenverhouding geeft per inkomstensoort aan:de partij die de inkomsten verstrekt, hetgeen een organisatie of een persoon kan zijn ende partij die de inkomsten ontvangtVerder zijn we geïnteresseerd in de periode waarin deze inkomstenverhouding bestond en de periodiciteit van de uitbetalingen.Inkomstenverhoudingen worden geadministreerd in het profiel van de klant. De klant is de ontvanger van de inkomsten. Vandaar dat in de inkomstenverhouding zelf geen expliciete verwijzing is opgenomen naar de ontvanger.Ten aanzien van de bekostiger van de inkomsten geldt, dat dit niet voor elke inkomstenverhouding relevant is. Bij uitkeringen, arbeid, studiefinanciering, stage en pensioen bijvoorbeeld wel, maar bij hobbies niet.",Class,,{0463EA7D-FFD9-AD19-0405-294621AE933F},,,,,,,,,,,,,,,,04062025-090332,
289,Inkomstenvermindering,Een persoon kan vermindering van inkomsten hebben.,Class,,{0B6D4C44-7D22-03E3-23BC-293A778017DC},,,,,,,,,,,,,,,,04062025-090332,
290,Kostencomponent,Noodzakelijke kosten voor het bestaan welke leiden tot een lager (berekend) inkomen.,Class,,{98746714-07f9-4942-b7d1-096f9631f90f},,,,,,,,,,,,,,,,04062025-090332,
291,Loonbeslag,Een persoon kan vermindering van inkomsten hebben door loonbeslag.,Class,,{08266C73-A8CD-3503-F3FB-293A7989FC40},,,,,,,,,,,,,,,,04062025-090332,
292,Maaltijdvergoeding,Een persoon kan inkomsten hebben uit maaltijdvergoeding.,Class,,{02F81CCD-E82B-4A54-E9C5-293A778069AE},,,,,,,,,,,,,,,,04062025-090332,
293,Onderhoudsplicht,"Onderhoudsplicht is een wettelijke verplichting van iemand om een ander te onderhouden.Echtgenoten en geregistreerde partners hebben een onderhoudsplicht ten opzichte van elkaar. Ouders hebben een onderhoudsplicht voor hun kinderen tot ze 21 jaar zijn (ook al is het met 18 jaar al meerderjarig). Ex-partners hebben een onderhoudsplicht als een van de partners te weinig inkomen heeft om van te leven. Het in sommige gevallen moeten betalen van alimentatie is ook op de onderhoudsplicht gebaseerd. De inkomsten uit alimentatie zijn in het model zelf een inkomstencomponent.De onderhoudsplicht van ouders om hun kind te onderhouden staat geschreven als artikel: 395a van Boek 1 van het Nederlandse Burgerlijk Wetboek.Dit houdt in ieder geval in dat ouders ervoor moeten zorgen dat het kind de meest basale dingen krijgt, zoals onderdak, kleding, voeding, scholing en medische hulp.Het niet nakomen van de onderhoudsplicht, hetzij wel of niet bij vonnis gesteld, kan strafrechtelijke gevolgen hebben. Dit is strafbaar gesteld in artikel 255 van het Wetboek van Strafrecht.Het betreft hier een verhouding tussen een partij, zijnde een persoon of een organisatie, en de burger, waarbij de onderhoudsplichtige partij de betreffende burger onderhoudt in zijn bestaan.NB: Onderhoudsplicht en onderhoudsplichtverhouding leggen we vast als de onderhoudsplichtige (na verhaal) de onderhoudsplicht voldoet aan de gemeente. In alle gevallen dat een onderhoudsplichtige een onderhoudsbijdrage betaalt aan de onderhoudsgerechtigde spreken we van alimentatie. Dit is opgenomen als inkomstencomponent onder een inkomstenverhouding.",Class,,{1DB40092-C231-63A1-27BE-2685FBFA9223},,,,,,,,,,,,,,,,04062025-090332,
