"nr","naam","definitie","uml-type","ggm-guid","bron","domein-iv3","archimate-type","toelichting","gemma-guid","synoniemen","domein-dcat","domein-gemma","datum-tijd-export"
"395","Generalisatie","De typering van het hiërarchische verband tussen een meer generiek object van een objecttype en een meer specifiek object van een ander objecttype waarbij het laatstgenoemde object eigenschappen van het eerstgenoemde object overerft.
<i>Toelichting</i>
Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype.
<i>Voorbeeld: PERCEEL is specialisatie van KADASTRAAL ONROERENDE ZAAK, APPARTEMENTSRECHT is specialisatie van KADASTRAAL ONROERENDE ZAAK. PERCEEL en APPARTEMENTSRECHT hebben beide ‘Kadastrale aanduiding’ en een ‘relatie met ONROERENDE ZAAK FILIATIE’.</i>
","Class","{0CF1C34D-8AD5-4ac5-8538-87252E66A8C8}","https://docs.geostandaarden.nl/mim/mim/#generalisatie","ICT","Data object","Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype.","id-0cf1c34d-8ad5-4ac5-8538-87252e66a8c8","","","","28062023-11:06:06"
"396","Genoten Opleiding","Afgeronde opleiding, een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden","Class","{261363C5-1E00-4b6a-B570-2129DC044010}","http://lod.duo.nl/term/Opleiding","HR","Data object","","id-261363c5-1e00-4b6a-b570-2129dc044010","","","","28062023-11:06:06"
"397","Geo-Object","Abstractie van een fenomeen in de werkelijkheid, dat direct of indirect is geassocieerd met een locatie relatief ten opzichte van de aarde. [NEN 3610:2011]","Class","{05B355EF-39EA-4bfb-B1F3-AB31841C986E}","https://damo.hetwaterschapshuis.nl/DAMO%201.5/Objectenhandboek%20DAMO%201.5/HTML/IMWaGeoobject.html","Ruimte","Business object","Bevat een aantal basisgegevens die in alle geo-objecten terugkomen.","id-05b355ef-39ea-4bfb-b1f3-ab31841c986e","","","","28062023-11:06:06"
"398","geslacht","","Enumeration","{5868306F-8B4E-4cd0-A47E-D171DAE493D5}","","Enumeratiesoort","Data object","","id-5868306f-8b4e-4cd0-a47e-d171dae493d5","","","","28062023-11:06:06"
"399","Geslachtsaanduiding MEDEWERKER","","Enumeration","{1A398341-6C0F-43b2-9A22-9DF3CF68EDF0}","","Enumeratiesoort","Data object","","id-1a398341-6c0f-43b2-9a22-9df3cf68edf0","","","","28062023-11:06:06"
"400","Geweldsincident","Een gebeurtenis met betrekking tot agressie en omvat het veroorzaken van verwondingen of schade bij mensen, dieren, of voorwerpen. ","Class","{41AFF74F-ADBE-4f3f-AB2F-25027A70E573}","","HR","Business object","","id-41aff74f-adbe-4f3f-ab2f-25027a70e573","","","","28062023-11:06:06"
"401","Gezinsrelatie","","Enumeration","{8F83BD4F-86BF-459d-89EF-6E7CE6DCA385}","","Enumeratiesoort","Data object","","id-8f83bd4f-86bf-459d-89ef-6e7ce6dca385","","","","28062023-11:06:06"
"402","Groenobject","Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten vegetatie.","Class","{B4935E75-46CA-414D-949D-30A8B801FD5}","","Ruimte","Business object","","id-b4935e75-46ca-414d-949d-30a8b801fd5","","","","28062023-11:06:06"
"403","Grondbeheerder","Beheerder van grondgrondbeheer., oplossing voor duurzaam landbeheer en voedselproductie","Class","{B53EC85A-C731-4fb6-8379-7D11802273B2}","","Ruimte","Business object","","id-b53ec85a-c731-4fb6-8379-7d11802273b2","","","","28062023-11:06:06"
"404","Grondslag","","Class","{94E2B19A-6942-4164-8A52-3C0BBDE45808}","","Vergunningverlening, Toezicht en Handhaving","Data object","","id-94e2b19a-6942-4164-8a52-3c0bbde45808","","","","28062023-11:06:06"
"405","Groothandel","het bedrijfsmatig te koop aanbieden waaronder begrepen de uitstalling ten verkoop, het verkopen en of leveren van goederen, met uitzondering van detailhandel","","","","","Business object","","id-2cdabb1d-33cb-4862-902c-88f50e9632d0","","","","28062023-11:06:06"
"406","Gunning","Gunning van een (enkel of meervoudige) onderhandse aanbesteding, of een nationale of Europese aanbesteding 
Of voor levering personeel","Class","{3FB9B466-D147-42d7-99D1-2D14A007D16C}","","Inkoop","Business object","","id-3fb9b466-d147-42d7-99d1-2d14a007d16c","","","","28062023-11:06:06"
"407","HALT-verwijzing","Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.","Class","{70E3C6AF-1117-4cfc-B61F-0D168010FFB9}","","Leerplicht en Leerlingenvervoer","Business object","Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf. Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf. Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf.","id-70e3c6af-1117-4cfc-b61f-0d168010ffb9","","","","28062023-11:06:06"
"408","Handelsnamen MAATSCHAPPELIJKE ACTIVITEIT","{nog niet in NHR uitgewerkt}","Class","{EAF23F0A-1175-465d-A889-7396B2E18967}","","Groepattribuutsoort","Data object","","id-eaf23f0a-1175-465d-a889-7396b2e18967","","","","28062023-11:06:06"
"409","Handelsnamen VESTIGING","{nog niet in NHR uitgewerkt}","Class","{FDD9A2C7-930E-4646-B1FE-81060430DC55}","","Groepattribuutsoort","Data object","","id-fdd9a2c7-930e-4646-b1fe-81060430dc55","","","","28062023-11:06:06"
"410","Hardware","Alle fysieke componenten of onderdelen die in een computer een rol spelen.","Class","{6C92F0F8-BC92-428c-B729-1A10D515DAEF}","https://begrippen.archixl.nl/archixl/nl/page/Hardware","ICT","Business object","","id-6c92f0f8-bc92-428c-b729-1a10d515daef","","","","28062023-11:06:06"
"411","Heffing","","Class","{B3371695-97AD-49d2-9AF1-15591B422007}","","RGBZ Model","Business object","","id-b3371695-97ad-49d2-9af1-15591b422007","","","","28062023-11:06:06"
"412","Heffinggrondslag","De maatstaf waarop een belasting is gebaseerd, het bedrag op basis waarvan een bepaalde belasting wordt geheven of de premie voor sociale zekerheid wordt vastgesteld.","Class","{3D2D5426-653C-485c-A99C-8AD933E76D78}","","Vergunningverlening, Toezicht en Handhaving","Business object","","id-3d2d5426-653c-485c-a99c-8ad933e76d78","","","","28062023-11:06:06"
"413","Heffingsoort","","Enumeration","{356C8F59-3721-46d0-BCD0-C17B0130035C}","","Vergunningverlening, Toezicht en Handhaving","Data object","","id-356c8f59-3721-46d0-bcd0-c17b0130035c","","","","28062023-11:06:06"
"414","Heffingsverordening","","Class","{C29CCD49-04E2-44b4-A6B0-AD8B10552628}","","Vergunningverlening, Toezicht en Handhaving","Business object","","id-c29ccd49-04e2-44b4-a6b0-ad8b10552628","","","","28062023-11:06:06"
"415","Hindercategorie","De totale impact van hinder voor alle weggebruikers. Dit is op basis van de hinderklasse en het aantal gehinderde weggebruikers bepaald. Zie 'Werkwijze Minder Hinder' van Ministerie van Infrastructuur en Milieu. 

URL: https://www.rijkswaterstaat.nl/zakelijk/zakendoen-met-rijkswaterstaat/werkwijzen/werkwijze-in-gww/communicatie-bij-werkzaamheden/werkwijzers-minder-hinder.aspx","Enumeration","{A1A8B6C1-3607-4c64-92CC-364470368C3E}","","Verkeer","Data object","","id-a1a8b6c1-3607-4c64-92cc-364470368c3e","","","","28062023-11:06:06"
"416","Hinderklasse","Op basis van ""Werkwijzer MinderHinder Deel B, de uitwerking"" van Ministerie van Infrastructuur en Milieu.
zie https://www.rijkswaterstaat.nl/zakelijk/zakendoen-met-rijkswaterstaat/werkwijzen/werkwijze-in-gww/communicatie-bij-werkzaamheden/werkwijzers-minder-hinder.aspx
","Enumeration","{9387D652-A431-4f4c-9F35-4DB0A102B1EF}","","Verkeer","Data object","","id-9387d652-a431-4f4c-9f35-4db0a102b1ef","","","","28062023-11:06:06"
"417","Historisch Persoon ","Natuurlijk persoon waarvan informatie beschikbaar is uit het verleden.","Class","{3BBB3264-592A-4d8c-A741-C2A3C38E3932}","","Generieke Entiteiten Erfgoed","Business object","","id-3bbb3264-592a-4d8c-a741-c2a3c38e3932","","","","28062023-11:06:06"
"418","Historische Rol","Rol waarvan informatie beschikbaar is uit het verleden.","Class","{4A1697B7-534B-4dc2-A5A2-8C13E7DA24B2}","","Generieke Entiteiten Erfgoed","Business object","","id-4a1697b7-534b-4dc2-a5a2-8c13e7da24b2","","","","28062023-11:06:06"
"419","Hoofdrekening","Centrale rekening","Class","{0EEAF579-3F47-4551-B9F9-7367280EB3EB}","","Financien","Business object","","id-0eeaf579-3f47-4551-b9f9-7367280eb3eb","","","","28062023-11:06:06"
"420","Hoofdstuk","Onderdeel van een langere tekst.","Class","{FFAA30D3-91C2-44aa-B52D-B21C51DB0326}","","Financien","Business object","","id-ffaa30d3-91c2-44aa-b52d-b21c51db0326","","","","28062023-11:06:06"
"421","Horeca","het bedrijfsmatig verstrekken van ter plaatse te nuttigen voedsel en dranken het bedrijfsmatig exploiteren van zaalaccommodatie en of het bedrijfsmatig verstrekken van nachtverblijf","","","","","Business object","","id-7c7b294b-b185-40ba-ba24-b222850cbfe7","","","","28062023-11:06:06"
"422","Hotel","Gebouw waar je tegen betaling kunt logeren.","Class","{5805FA72-C0CE-43c1-A53F-B81166AEFDD4}","","Economie en Bedrijvigheid","Business object","","id-5805fa72-c0ce-43c1-a53f-b81166aefdd4","","","","28062023-11:06:06"
"423","Hotelbezoek","Verblijf in een hotel","Class","{669000E9-25D6-4346-B718-516CDB8B88B7}","","Economie en Bedrijvigheid","Business object","","id-669000e9-25d6-4346-b718-516cdb8b88b7","","","","28062023-11:06:06"
"424","HUISHOUDEN","Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.","Class","{6FB0A5B7-7B5F-437f-A462-4B1EADB964E4}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-6fb0a5b7-7b5f-437f-a462-4b1eadb964e4","","","","28062023-11:06:06"
"425","Huishouden","persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu√Øteit in de samenstelling ervan, die binnen een woning gebruik maakt van dezelfde voorzieningen","Class","{F0467610-553B-47cd-A9F7-3B1D20CC425E}","","Generiek Jeugd en Wmo","Business object","","id-f0467610-553b-47cd-a9f7-3b1d20cc425e","","","","28062023-11:06:06"
"426","Huishoudensoort","<b>Definitie</b>:

Typering van het huishouden naar grootte en verbondenheid.

<b>Toelichting</b>:

Voor de definities van institutioneel huishouden en particulier huishouden: zie de toelichting bij het objecttype Huishouden. Onder Thuiswonende kinderen wordt verstaan: alle in het huishouden van hun ouder(s) aanwezige eigen, pleeg-, stief- of adoptiekinderen die ongehuwd zijn en zelf geen kinderen hebben (CBS, Huishoudensprognose 1996). In een adresseerbaar object kunnen één of meer huishoudens wonen. In de tabel worden de huishoudens gekarakteriseerd, uitgaande van de CBS-Huishoudensprognose. Tot de categorie Overig particulier huishouden behoren bijvoorbeeld: een woongroep, studenten die gezamenlijk een huishouden vormen, een kamerbewoner die in zijn eigen onderhoud voorziet, twee zussen die samenwonen.","Enumeration","{593847E0-1DB5-4db9-89D0-BDBAA608A143}","","Enumeratiesoort","Data object","","id-593847e0-1db5-4db9-89d0-bdbaa608a143","","","","28062023-11:06:06"
"427","Huurder","Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.","Class","{B75EE7EF-DC1F-47da-A95C-B9662075684D}","https://catalogus.kadaster.nl/li/nl/page/Huurder","Vastgoed","Business object","","id-b75ee7ef-dc1f-47da-a95c-b9662075684d","","","","28062023-11:06:06"
"428","Huurwoningen","Wen woning die de bewoner huurt van de eigenaar, veelal een woningcorporatie of een particulier.","Class","{E0F7D3A0-46C8-4e70-AA10-3888B60D14C0}","","Ruimte","Business object","","id-e0f7d3a0-46c8-4e70-aa10-3888b60d14c0","","","","28062023-11:06:06"
"429","Idealisatie","Vastlegging van de manier de begrenzing van Locatie voor deze Juridische regel ge√Ønterpreteerd moet worden en door het bevoegd gezag bedoeld is.","Class","{4942AB0A-804B-4043-BD3C-7F65E2D697E0}","https://geonovum.github.io/TPOD/CIMOW/CIMOW_v2.1.0.pdf","Omgevingswet","Business object","Voorbeeld: exact, indicatief. Indicatief kan gebruikt worden wanneer een grens berekend is en mogelijk niet overal geheel rekening houdt met de fysieke situatie ter plaatse.","id-4942ab0a-804b-4043-bd3c-7f65e2d697e0","","","","28062023-11:06:06"
"430","Identificatiekenmerk","Nodig voor archivering om verschillende typen identificatie te kunnen onderscheiden:","Class","{D73AFAEC-3BF1-4309-93FE-5354EF26DA51}","","RGBZ Model","Data object","","id-d73afaec-3bf1-4309-93fe-5354ef26da51","","","","28062023-11:06:06"
"431","In onderzoek","","Class","{E4DA500D-AB53-4e8a-B1A5-411F354F4AD2}","","Metagegevens","Data object","","id-e4da500d-ab53-4e8a-b1a5-411f354f4ad2","","","","28062023-11:06:06"
"432","Incident","Niet-gepland(e) gebeurtenis die of voorval dat tot schade of verlies leidt","Class","{CE85A5E9-AD75-40e7-8EBF-A484E4CBEEDC}","","Museum Prinsenhof","Data object","","id-ce85a5e9-ad75-40e7-8ebf-a484e4cbeedc","","","","28062023-11:06:06"
"433","Indeling","Onderwerpen groeperen in samenhangende categorie√´n.","Class","{13119DEC-D451-4bec-BB37-7B1944ACCA9D}","","Erfgoed: Archief","Data object","","id-13119dec-d451-4bec-bb37-7b1944acca9d","Archiefindeling","","","28062023-11:06:06"
"434","Index","","Class","{C45E0D5D-3B2F-40a7-B12C-B6E910C516FA}","","Erfgoed: Archief","Data object","","id-c45e0d5d-3b2f-40a7-b12c-b6e910c516fa","","","","28062023-11:06:06"
"435","Indiener (Griffie)","Persoon die meldiing of aanvraag doet","Class","{98CB3C6F-588B-479f-9A2B-F5D5362DD17C}","","Griffie","Business object","","id-98cb3c6f-588b-479f-9a2b-f5d5362dd17c","","","","28062023-11:06:06"
"436","Indiener (Vergunningverlening, Toezicht en Handhaving)","Persoon die meldiing of aanvraag doet","Class","{E9AD325A-49CF-48a6-AA9E-7FB57E03E414}","","Vergunningverlening, Toezicht en Handhaving","Data object","","id-e9ad325a-49cf-48a6-aa9e-7fb57e03e414","","","","28062023-11:06:06"
"437","Indieningsvereisten","Dat wat de initiatiefnemer moet aanleveren om het bevoegd gezag een aanvraag te kunnen laten beoordelen. De indieningsvereisten is de set aan informatie (gegevens en / of bijlagen) die aan een aanvraag moet worden toegevoegd voor een bepaalde vergunning of melding.","Class","{8587D910-7A9C-46d8-BF27-27433E9B6DAD}","http://standaarden.omgevingswet.overheid.nl/imtr/id/concept/Indieningsvereisten","Omgevingswet","Business object","","id-8587d910-7a9c-46d8-bf27-27433e9b6dad","","","","28062023-11:06:06"
"438","Individueel Keuzebudget","Bedrag dat feitelijk beschikbaar gesteld wordt voor een individu om een bepaalde keus te kunnen maken","Class","{B64178F1-7D37-4a77-BEF7-97E8C9DDA4E8}","","HR","Business object","","id-b64178f1-7d37-4a77-bef7-97e8c9dda4e8","","","","28062023-11:06:06"
"439","Infiltratieput","Een put met waterdoorlatende wanden bestemd voor de inzameling van hemelwater, waarbij het hemelwater door middel van infiltratie door de wanden kan worden afgevoerd","Class","{D9ACE9BA-F13C-4EEB-8DD8-73A7E0043DB}","","Ruimte","Business object","","id-d9ace9ba-f13c-4eeb-8dd8-73a7e0043db","","","","28062023-11:06:06"
"440","Informatie Dakloosheid","Informatie met betrekking tot dakloosheid","Class","{A0F8E790-518A-4717-88C2-1143DE9F944A}","","Participatie","Data object","","id-a0f8e790-518a-4717-88c2-1143de9f944a","","","","28062023-11:06:06"
"441","INGESCHREVEN PERSOON","Een INGEZETENE of NIET-INGEZETENE","Class","{AF9534B0-7CBD-4061-9276-A7B6698B383A}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-af9534b0-7cbd-4061-9276-a7b6698b383a","","","","28062023-11:06:06"
"442","INGEZETENE","Een individueel menselijk wezen, ingeschreven in het Nederlands Bevolkingsregister.","Class","{CA19D17F-3EB7-459d-9883-16F0C0B5D35E}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-ca19d17f-3eb7-459d-9883-16f0c0b5d35e","","","","28062023-11:06:06"
"443","Initiatiefnemer","Een Natuurlijk Persoon of een Niet Natuurlijk Persoon die het initiatief neemt tot (fysieke) ingrepen in de (leef)omgeving en daartoe een Verzoek bij het Bevoegd Gezag indient. (IMAM)","Class","{E38BEAEF-03C4-439b-8A64-663886C1D6F9}","","Omgevingswet","Business object","","id-e38beaef-03c4-439b-8a64-663886c1d6f9","","","","28062023-11:06:06"
"444","Inkomensvoorziening","Een regeling die zorg draag voor een inkomen confom de landelijke wetgeving","Class","{07784236-3AA6-45e5-8253-7D088C4020B0}","","Participatie","Business object","","id-07784236-3aa6-45e5-8253-7d088c4020b0","","","","28062023-11:06:06"
"445","Inkomensvoorzieningsoort","Typering van een inkomensvoorziening","Class","{AF18E7D3-279D-4323-B785-6C75B4701430}","","Participatie","Data object","","id-af18e7d3-279d-4323-b785-6c75b4701430","","","","28062023-11:06:06"
"446","Inkooporder","Een opdracht (gezien vanuit de klant) voor √©√©n of meer leveringen door de leverancier aan die klant van een bepaalde hoeveelheid gespecificeerde goederen en/of diensten onder overeengekomen leveringsvoorwaarden en prijzen.","Class","{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB}","","Financien","Business object","","id-a91e9c27-c4fa-4e1b-a4ff-8ae74ed9b7eb","","","","28062023-11:06:06"
"447","Inkooppakket","Standaard indeling om de werken, diensten en leveringen die de aanbestedende dienst helpt bij het structureren van haar uitgaven. Samenhangende leveringen, diensten en producten zijn hierin gegroepeerd. ","Class","{170AF8F5-8952-407a-91C4-EAF910DE3304}","https://www.pianoo.nl/nl/inkoopproces/organisatie/inkooppakketten","Inkoop","Data object","","id-170af8f5-8952-407a-91c4-eaf910de3304","","","","28062023-11:06:06"
"448","Inkooprol","Toevoeging Gemeente Schiedam","Enumeration","{2C2791CB-EFCA-444f-A95E-F1EF6EE83594}","","Inkoop","Data object","","id-2c2791cb-efca-444f-a95e-f1ef6ee83594","","","","28062023-11:06:06"
"449","INRICHTINGSELEMENT","Ruimtelijk object al dan niet ter detaillering dan wel ter inrichting van de
overige benoemde ruimtelijke objecten of een ander inrichtingselement.","Class","{4DA0EB59-963C-4558-B763-44F542BC8D89}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-4da0eb59-963c-4558-b763-44f542bc8d89","","","","28062023-11:06:06"
"450","Inschrijving (Inkoop)","Inschrijving op een nationale of Europese aanbesteding 
","Class","{2902E8D6-FF16-45d6-A0A4-47E2857D2D19}","","Inkoop","Data object","","id-2902e8d6-ff16-45d6-a0a4-47e2857d2d19","","","","28062023-11:06:06"
"451","Inschrijving (Onderwijs)","Deelname van iemand aan een opleiding bij een onderwijsinstelling.","Class","{CFFD5F20-5FA9-4d93-AD34-6867D64A58B9}","http://lod.duo.nl/term/Inschrijving","Onderwijs","Business object","","id-cffd5f20-5fa9-4d93-ad34-6867d64a58b9","","","","28062023-11:06:06"
"452","Inspectie (Ruimte)","het inwinnen, verwerken en interpreteren van informatie met het doel om de momentane toestand van de boezemkade vast te stellen.","Class","{C73E52A5-F66E-47f0-8DEA-467A54F64DD2}","","Ruimte","Data object","","id-c73e52a5-f66e-47f0-8dea-467a54f64dd2","","","","28062023-11:06:06"
